Trap,Block,Latitude,Longitude,Date,Species,AddressAccuracy,NumMosquitos,Day_of_week,Day_of_month,Week,Month,Year,Season,Month_Name,Sunrise,Sunset,DaytimeLength,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RelativeHumidity,DewPointDepression,WetBulbDepression,WnvPresent
T002,41,41.95469,-87.800991,2007-05-29,CULEX PIPIENS/RESTUANS,9,1,1,29,22,5,2007,Spring,May,0 days 04:21:00,0 days 19:17:00,14.56,88.0,62.5,75.25,10.0,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,56.04,16.75,9.75,0
T002,41,41.95469,-87.800991,2007-05-29,CULEX RESTUANS,9,1,1,29,22,5,2007,Spring,May,0 days 04:21:00,0 days 19:17:00,14.56,88.0,62.5,75.25,10.0,58.5,65.5,0.0,10.5,0.0,29.415,30.1,5.8,17.0,6.95,56.04,16.75,9.75,0
T002,41,41.95469,-87.800991,2007-06-05,CULEX PIPIENS,9,1,1,5,23,6,2007,Summer,June,0 days 04:17:00,0 days 19:23:00,15.06,63.5,49.0,56.25,-9.0,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,72.43,8.75,4.75,0
T002,41,41.95469,-87.800991,2007-06-05,CULEX PIPIENS/RESTUANS,9,3,1,5,23,6,2007,Summer,June,0 days 04:17:00,0 days 19:23:00,15.06,63.5,49.0,56.25,-9.0,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,72.43,8.75,4.75,0
T002,41,41.95469,-87.800991,2007-06-05,CULEX RESTUANS,9,5,1,5,23,6,2007,Summer,June,0 days 04:17:00,0 days 19:23:00,15.06,63.5,49.0,56.25,-9.0,47.5,51.5,8.5,0.0,0.345,29.130000000000003,29.785,5.7,4.0,7.85,72.43,8.75,4.75,0
T002,41,41.95469,-87.800991,2007-06-26,CULEX PIPIENS/RESTUANS,9,1,1,26,26,6,2007,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,0.0805,29.42,30.1,6.699999999999999,21.5,7.6,65.89,12.5,9.5,0
T002,41,41.95469,-87.800991,2007-06-26,CULEX RESTUANS,9,4,1,26,26,6,2007,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,0.0805,29.42,30.1,6.699999999999999,21.5,7.6,65.89,12.5,9.5,0
T002,41,41.95469,-87.800991,2007-06-26,CULEX SALINARIUS,9,1,1,26,26,6,2007,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,91.5,71.5,81.5,10.0,69.0,72.0,0.0,16.5,0.0805,29.42,30.1,6.699999999999999,21.5,7.6,65.89,12.5,9.5,0
T002,41,41.95469,-87.800991,2007-06-29,CULEX PIPIENS/RESTUANS,9,2,4,29,26,6,2007,Summer,June,0 days 04:19:00,0 days 19:31:00,15.12,70.5,56.0,63.25,-8.0,55.5,59.5,1.5,0.0,0.0,29.439999999999998,30.119999999999997,7.5,2.0,8.25,75.84,7.75,3.75,0
T002,41,41.95469,-87.800991,2007-07-02,CULEX PIPIENS/RESTUANS,9,3,0,2,27,7,2007,Summer,July,0 days 04:20:00,0 days 19:31:00,15.11,78.0,55.5,66.75,-6.0,50.0,58.5,0.0,2.0,0.0,29.52,30.215,6.65,13.0,8.3,54.86,16.75,8.25,0
T002,41,41.95469,-87.800991,2007-07-02,CULEX RESTUANS,9,2,0,2,27,7,2007,Summer,July,0 days 04:20:00,0 days 19:31:00,15.11,78.0,55.5,66.75,-6.0,50.0,58.5,0.0,2.0,0.0,29.52,30.215,6.65,13.0,8.3,54.86,16.75,8.25,0
T002,41,41.95469,-87.800991,2007-07-11,CULEX PIPIENS,9,2,2,11,28,7,2007,Summer,July,0 days 04:26:00,0 days 19:28:00,15.02,77.0,62.5,69.75,-3.0,51.0,59.0,0.0,5.0,0.0,29.255000000000003,29.925,8.95,30.0,11.05,51.35,18.75,10.75,0
T002,41,41.95469,-87.800991,2007-07-11,CULEX PIPIENS/RESTUANS,9,18,2,11,28,7,2007,Summer,July,0 days 04:26:00,0 days 19:28:00,15.02,77.0,62.5,69.75,-3.0,51.0,59.0,0.0,5.0,0.0,29.255000000000003,29.925,8.95,30.0,11.05,51.35,18.75,10.75,0
T002,41,41.95469,-87.800991,2007-07-11,CULEX RESTUANS,9,7,2,11,28,7,2007,Summer,July,0 days 04:26:00,0 days 19:28:00,15.02,77.0,62.5,69.75,-3.0,51.0,59.0,0.0,5.0,0.0,29.255000000000003,29.925,8.95,30.0,11.05,51.35,18.75,10.75,0
T002,41,41.95469,-87.800991,2007-07-18,CULEX PIPIENS,9,4,2,18,29,7,2007,Summer,July,0 days 04:32:00,0 days 19:24:00,14.52,85.0,69.0,77.0,3.0,68.5,71.0,0.0,12.0,1.235,29.145,29.835,9.7,24.0,10.35,75.08,8.5,6.0,0
T002,41,41.95469,-87.800991,2007-07-18,CULEX PIPIENS/RESTUANS,9,7,2,18,29,7,2007,Summer,July,0 days 04:32:00,0 days 19:24:00,14.52,85.0,69.0,77.0,3.0,68.5,71.0,0.0,12.0,1.235,29.145,29.835,9.7,24.0,10.35,75.08,8.5,6.0,0
T002,41,41.95469,-87.800991,2007-07-18,CULEX RESTUANS,9,2,2,18,29,7,2007,Summer,July,0 days 04:32:00,0 days 19:24:00,14.52,85.0,69.0,77.0,3.0,68.5,71.0,0.0,12.0,1.235,29.145,29.835,9.7,24.0,10.35,75.08,8.5,6.0,0
T002,41,41.95469,-87.800991,2007-07-27,CULEX PIPIENS,9,1,4,27,30,7,2007,Summer,July,0 days 04:40:00,0 days 19:17:00,14.37,83.0,70.0,76.5,3.0,67.5,70.0,0.0,12.0,0.10500000000000001,29.134999999999998,29.810000000000002,2.1,19.5,8.0,73.76,9.0,6.5,0
T002,41,41.95469,-87.800991,2007-07-27,CULEX PIPIENS/RESTUANS,9,23,4,27,30,7,2007,Summer,July,0 days 04:40:00,0 days 19:17:00,14.37,83.0,70.0,76.5,3.0,67.5,70.0,0.0,12.0,0.10500000000000001,29.134999999999998,29.810000000000002,2.1,19.5,8.0,73.76,9.0,6.5,0
T002,41,41.95469,-87.800991,2007-07-27,CULEX RESTUANS,9,11,4,27,30,7,2007,Summer,July,0 days 04:40:00,0 days 19:17:00,14.37,83.0,70.0,76.5,3.0,67.5,70.0,0.0,12.0,0.10500000000000001,29.134999999999998,29.810000000000002,2.1,19.5,8.0,73.76,9.0,6.5,0
T002,41,41.95469,-87.800991,2007-08-01,CULEX PIPIENS,9,67,2,1,31,8,2007,Summer,Aug,0 days 04:45:00,0 days 19:11:00,14.26,91.5,69.0,80.25,8.0,62.5,69.5,0.0,15.5,0.0,29.314999999999998,29.990000000000002,2.8,11.0,3.9,54.77,17.75,10.75,0
T002,41,41.95469,-87.800991,2007-08-01,CULEX PIPIENS/RESTUANS,9,33,2,1,31,8,2007,Summer,Aug,0 days 04:45:00,0 days 19:11:00,14.26,91.5,69.0,80.25,8.0,62.5,69.5,0.0,15.5,0.0,29.314999999999998,29.990000000000002,2.8,11.0,3.9,54.77,17.75,10.75,0
T002,41,41.95469,-87.800991,2007-08-01,CULEX PIPIENS/RESTUANS,9,71,2,1,31,8,2007,Summer,Aug,0 days 04:45:00,0 days 19:11:00,14.26,91.5,69.0,80.25,8.0,62.5,69.5,0.0,15.5,0.0,29.314999999999998,29.990000000000002,2.8,11.0,3.9,54.77,17.75,10.75,1
T002,41,41.95469,-87.800991,2007-08-01,CULEX RESTUANS,9,8,2,1,31,8,2007,Summer,Aug,0 days 04:45:00,0 days 19:11:00,14.26,91.5,69.0,80.25,8.0,62.5,69.5,0.0,15.5,0.0,29.314999999999998,29.990000000000002,2.8,11.0,3.9,54.77,17.75,10.75,0
T002,41,41.95469,-87.800991,2007-08-07,CULEX PIPIENS,9,11,1,7,32,8,2007,Summer,Aug,0 days 04:51:00,0 days 19:04:00,14.13,91.5,72.5,82.0,9.0,73.0,76.0,0.0,17.5,0.685,29.085,29.75,6.25,24.5,8.9,74.27,9.0,6.0,0
T002,41,41.95469,-87.800991,2007-08-07,CULEX PIPIENS/RESTUANS,9,13,1,7,32,8,2007,Summer,Aug,0 days 04:51:00,0 days 19:04:00,14.13,91.5,72.5,82.0,9.0,73.0,76.0,0.0,17.5,0.685,29.085,29.75,6.25,24.5,8.9,74.27,9.0,6.0,0
T002,41,41.95469,-87.800991,2007-08-07,CULEX RESTUANS,9,2,1,7,32,8,2007,Summer,Aug,0 days 04:51:00,0 days 19:04:00,14.13,91.5,72.5,82.0,9.0,73.0,76.0,0.0,17.5,0.685,29.085,29.75,6.25,24.5,8.9,74.27,9.0,6.0,0
T002,41,41.95469,-87.800991,2007-08-15,CULEX PIPIENS,9,32,2,15,33,8,2007,Summer,Aug,0 days 04:59:00,0 days 18:54:00,13.55,80.5,71.5,76.0,4.0,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,76.29,8.0,5.5,0
T002,41,41.95469,-87.800991,2007-08-15,CULEX PIPIENS/RESTUANS,9,41,2,15,33,8,2007,Summer,Aug,0 days 04:59:00,0 days 18:54:00,13.55,80.5,71.5,76.0,4.0,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,76.29,8.0,5.5,1
T002,41,41.95469,-87.800991,2007-08-15,CULEX RESTUANS,9,3,2,15,33,8,2007,Summer,Aug,0 days 04:59:00,0 days 18:54:00,13.55,80.5,71.5,76.0,4.0,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,76.29,8.0,5.5,0
T002,41,41.95469,-87.800991,2007-08-21,CULEX PIPIENS,9,46,1,21,34,8,2007,Summer,Aug,0 days 05:05:00,0 days 18:45:00,13.4,86.0,69.0,77.5,7.0,70.0,72.0,0.0,12.5,0.0055,29.235,29.9,3.65,17.5,6.0,77.74,7.5,5.5,0
T002,41,41.95469,-87.800991,2007-08-21,CULEX PIPIENS/RESTUANS,9,23,1,21,34,8,2007,Summer,Aug,0 days 05:05:00,0 days 18:45:00,13.4,86.0,69.0,77.5,7.0,70.0,72.0,0.0,12.5,0.0055,29.235,29.9,3.65,17.5,6.0,77.74,7.5,5.5,1
T002,41,41.95469,-87.800991,2007-08-21,CULEX TERRITANS,9,1,1,21,34,8,2007,Summer,Aug,0 days 05:05:00,0 days 18:45:00,13.4,86.0,69.0,77.5,7.0,70.0,72.0,0.0,12.5,0.0055,29.235,29.9,3.65,17.5,6.0,77.74,7.5,5.5,0
T002,41,41.95469,-87.800991,2007-08-24,CULEX PIPIENS,9,35,4,24,34,8,2007,Summer,Aug,0 days 05:09:00,0 days 18:40:00,13.31,80.5,69.0,74.75,4.0,67.0,69.0,0.0,10.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,76.85,7.75,5.75,0
T002,41,41.95469,-87.800991,2007-08-24,CULEX PIPIENS/RESTUANS,9,27,4,24,34,8,2007,Summer,Aug,0 days 05:09:00,0 days 18:40:00,13.31,80.5,69.0,74.75,4.0,67.0,69.0,0.0,10.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,76.85,7.75,5.75,1
T002,41,41.95469,-87.800991,2007-09-04,CULEX PIPIENS,9,13,1,4,36,9,2007,Fall,Sep,0 days 05:20:00,0 days 18:22:00,13.02,89.5,65.0,77.25,8.0,59.5,66.5,0.0,12.5,0.0,29.310000000000002,29.994999999999997,2.5,23.0,4.65,54.35,17.75,10.75,1
T002,41,41.95469,-87.800991,2007-09-04,CULEX PIPIENS/RESTUANS,9,10,1,4,36,9,2007,Fall,Sep,0 days 05:20:00,0 days 18:22:00,13.02,89.5,65.0,77.25,8.0,59.5,66.5,0.0,12.5,0.0,29.310000000000002,29.994999999999997,2.5,23.0,4.65,54.35,17.75,10.75,1
T002,41,41.95469,-87.800991,2007-09-12,CULEX PIPIENS,9,6,2,12,37,9,2007,Fall,Sep,0 days 05:28:00,0 days 18:09:00,12.41,66.5,46.0,56.25,-8.0,42.5,49.5,8.5,0.0,0.0,29.43,30.115000000000002,1.85,4.0,5.8,59.9,13.75,6.75,1
T002,41,41.95469,-87.800991,2007-09-12,CULEX PIPIENS/RESTUANS,9,2,2,12,37,9,2007,Fall,Sep,0 days 05:28:00,0 days 18:09:00,12.41,66.5,46.0,56.25,-8.0,42.5,49.5,8.5,0.0,0.0,29.43,30.115000000000002,1.85,4.0,5.8,59.9,13.75,6.75,0
T002,41,41.95469,-87.800991,2007-09-18,CULEX PIPIENS,9,17,1,18,38,9,2007,Fall,Sep,0 days 05:35:00,0 days 17:56:00,12.21,88.5,64.5,76.5,12.0,57.5,65.0,0.0,12.0,0.0,29.375,30.055,12.7,19.0,12.95,51.86,19.0,11.5,0
T002,41,41.95469,-87.800991,2007-09-18,CULEX PIPIENS/RESTUANS,9,24,1,18,38,9,2007,Fall,Sep,0 days 05:35:00,0 days 17:56:00,12.21,88.5,64.5,76.5,12.0,57.5,65.0,0.0,12.0,0.0,29.375,30.055,12.7,19.0,12.95,51.86,19.0,11.5,0
T002,41,41.95469,-87.800991,2007-09-24,CULEX PIPIENS,9,41,0,24,39,9,2007,Fall,Sep,0 days 05:41:00,0 days 17:46:00,12.05,90.5,69.5,80.0,18.0,62.5,68.5,0.0,15.0,0.0,29.305,29.985,10.7,19.0,11.2,55.22,17.5,11.5,0
T002,41,41.95469,-87.800991,2007-09-24,CULEX PIPIENS/RESTUANS,9,33,0,24,39,9,2007,Fall,Sep,0 days 05:41:00,0 days 17:46:00,12.05,90.5,69.5,80.0,18.0,62.5,68.5,0.0,15.0,0.0,29.305,29.985,10.7,19.0,11.2,55.22,17.5,11.5,0
T002,41,41.95469,-87.800991,2007-10-04,CULEX PIPIENS,9,53,3,4,40,10,2007,Fall,Oct,0 days 05:52:00,0 days 17:29:00,11.37,82.5,53.5,68.0,10.0,56.0,61.5,0.0,3.5,0.0,29.365000000000002,30.035,4.25,17.0,5.25,65.48,12.0,6.5,0
T002,41,41.95469,-87.800991,2007-10-04,CULEX PIPIENS/RESTUANS,9,29,3,4,40,10,2007,Fall,Oct,0 days 05:52:00,0 days 17:29:00,11.37,82.5,53.5,68.0,10.0,56.0,61.5,0.0,3.5,0.0,29.365000000000002,30.035,4.25,17.0,5.25,65.48,12.0,6.5,0
T002,41,41.95469,-87.800991,2009-05-28,CULEX PIPIENS/RESTUANS,9,2,3,28,22,5,2009,Spring,May,0 days 04:21:00,0 days 19:16:00,14.55,63.0,54.5,58.75,-5.0,51.0,54.0,6.0,0.0,0.0,29.085,29.755000000000003,6.8,29.5,8.2,75.43,7.75,4.75,0
T002,41,41.95469,-87.800991,2009-06-02,CULEX PIPIENS/RESTUANS,9,29,1,2,23,6,2009,Summer,June,0 days 04:19:00,0 days 19:20:00,15.01,60.5,49.0,54.75,-10.0,46.5,50.5,10.0,0.0,0.09,29.39,30.08,7.8500000000000005,3.0,8.6,73.65,8.25,4.25,0
T002,41,41.95469,-87.800991,2009-06-05,CULEX PIPIENS/RESTUANS,9,1,4,5,23,6,2009,Summer,June,0 days 04:17:00,0 days 19:23:00,15.06,79.5,45.5,62.5,-3.0,43.5,54.0,2.0,0.0,0.0,29.205,29.91,6.05,25.5,6.95,49.79,19.0,8.5,0
T002,41,41.95469,-87.800991,2009-06-05,CULEX RESTUANS,9,4,4,5,23,6,2009,Summer,June,0 days 04:17:00,0 days 19:23:00,15.06,79.5,45.5,62.5,-3.0,43.5,54.0,2.0,0.0,0.0,29.205,29.91,6.05,25.5,6.95,49.79,19.0,8.5,0
T002,41,41.95469,-87.800991,2009-06-12,CULEX PIPIENS,9,1,4,12,24,6,2009,Summer,June,0 days 04:16:00,0 days 19:27:00,15.11,73.0,49.5,61.25,-6.0,49.0,55.0,3.5,0.0,0.001,29.27,29.95,4.7,6.5,6.25,64.06,12.25,6.25,0
T002,41,41.95469,-87.800991,2009-06-12,CULEX PIPIENS/RESTUANS,9,5,4,12,24,6,2009,Summer,June,0 days 04:16:00,0 days 19:27:00,15.11,73.0,49.5,61.25,-6.0,49.0,55.0,3.5,0.0,0.001,29.27,29.95,4.7,6.5,6.25,64.06,12.25,6.25,0
T002,41,41.95469,-87.800991,2009-06-12,CULEX RESTUANS,9,2,4,12,24,6,2009,Summer,June,0 days 04:16:00,0 days 19:27:00,15.11,73.0,49.5,61.25,-6.0,49.0,55.0,3.5,0.0,0.001,29.27,29.95,4.7,6.5,6.25,64.06,12.25,6.25,0
T002,41,41.95469,-87.800991,2009-06-19,CULEX PIPIENS/RESTUANS,9,22,4,19,25,6,2009,Summer,June,0 days 04:16:00,0 days 19:30:00,15.14,87.0,65.5,76.25,6.0,67.5,69.5,0.0,11.5,2.42,29.0,29.689999999999998,6.75,18.0,11.05,74.37,8.75,6.75,0
T002,41,41.95469,-87.800991,2009-06-19,CULEX RESTUANS,9,6,4,19,25,6,2009,Summer,June,0 days 04:16:00,0 days 19:30:00,15.14,87.0,65.5,76.25,6.0,67.5,69.5,0.0,11.5,2.42,29.0,29.689999999999998,6.75,18.0,11.05,74.37,8.75,6.75,0
T002,41,41.95469,-87.800991,2009-06-26,CULEX PIPIENS,9,1,4,26,26,6,2009,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,86.0,70.5,78.25,7.0,60.5,67.0,0.0,13.5,0.0,29.2,29.84,6.4,4.0,8.1,54.49,17.75,11.25,0
T002,41,41.95469,-87.800991,2009-06-26,CULEX PIPIENS/RESTUANS,9,112,4,26,26,6,2009,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,86.0,70.5,78.25,7.0,60.5,67.0,0.0,13.5,0.0,29.2,29.84,6.4,4.0,8.1,54.49,17.75,11.25,0
T002,41,41.95469,-87.800991,2009-06-26,CULEX RESTUANS,9,6,4,26,26,6,2009,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,86.0,70.5,78.25,7.0,60.5,67.0,0.0,13.5,0.0,29.2,29.84,6.4,4.0,8.1,54.49,17.75,11.25,0
T002,41,41.95469,-87.800991,2009-07-06,CULEX PIPIENS,9,1,0,6,28,7,2009,Summer,July,0 days 04:23:00,0 days 19:30:00,15.07,85.5,61.5,73.5,1.0,54.0,62.5,0.0,8.5,0.0,29.17,29.85,5.85,30.5,6.65,50.5,19.5,11.0,0
T002,41,41.95469,-87.800991,2009-07-06,CULEX PIPIENS/RESTUANS,9,3,0,6,28,7,2009,Summer,July,0 days 04:23:00,0 days 19:30:00,15.07,85.5,61.5,73.5,1.0,54.0,62.5,0.0,8.5,0.0,29.17,29.85,5.85,30.5,6.65,50.5,19.5,11.0,0
T002,41,41.95469,-87.800991,2009-07-06,CULEX RESTUANS,9,12,0,6,28,7,2009,Summer,July,0 days 04:23:00,0 days 19:30:00,15.07,85.5,61.5,73.5,1.0,54.0,62.5,0.0,8.5,0.0,29.17,29.85,5.85,30.5,6.65,50.5,19.5,11.0,0
T002,41,41.95469,-87.800991,2009-07-10,CULEX PIPIENS,9,4,4,10,28,7,2009,Summer,July,0 days 04:25:00,0 days 19:29:00,15.04,83.0,65.0,74.0,0.0,64.5,67.5,0.0,9.5,0.1,29.375,30.049999999999997,4.0,21.0,4.75,72.25,9.5,6.5,0
T002,41,41.95469,-87.800991,2009-07-10,CULEX PIPIENS/RESTUANS,9,129,4,10,28,7,2009,Summer,July,0 days 04:25:00,0 days 19:29:00,15.04,83.0,65.0,74.0,0.0,64.5,67.5,0.0,9.5,0.1,29.375,30.049999999999997,4.0,21.0,4.75,72.25,9.5,6.5,0
T002,41,41.95469,-87.800991,2009-07-10,CULEX RESTUANS,9,32,4,10,28,7,2009,Summer,July,0 days 04:25:00,0 days 19:29:00,15.04,83.0,65.0,74.0,0.0,64.5,67.5,0.0,9.5,0.1,29.375,30.049999999999997,4.0,21.0,4.75,72.25,9.5,6.5,0
T002,41,41.95469,-87.800991,2009-07-17,CULEX PIPIENS,9,3,4,17,29,7,2009,Summer,July,0 days 04:31:00,0 days 19:25:00,14.54,70.0,57.5,63.75,-10.0,51.5,56.5,1.0,0.0,0.0005,29.18,29.865000000000002,10.35,29.5,10.600000000000001,64.37,12.25,7.25,0
T002,41,41.95469,-87.800991,2009-07-17,CULEX PIPIENS/RESTUANS,9,96,4,17,29,7,2009,Summer,July,0 days 04:31:00,0 days 19:25:00,14.54,70.0,57.5,63.75,-10.0,51.5,56.5,1.0,0.0,0.0005,29.18,29.865000000000002,10.35,29.5,10.600000000000001,64.37,12.25,7.25,0
T002,41,41.95469,-87.800991,2009-07-17,CULEX RESTUANS,9,14,4,17,29,7,2009,Summer,July,0 days 04:31:00,0 days 19:25:00,14.54,70.0,57.5,63.75,-10.0,51.5,56.5,1.0,0.0,0.0005,29.18,29.865000000000002,10.35,29.5,10.600000000000001,64.37,12.25,7.25,0
T002,41,41.95469,-87.800991,2009-07-24,CULEX PIPIENS,9,4,4,24,30,7,2009,Summer,July,0 days 04:37:00,0 days 19:19:00,14.42,83.0,61.5,72.25,-2.0,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,64.24,12.75,7.75,0
T002,41,41.95469,-87.800991,2009-07-24,CULEX PIPIENS/RESTUANS,9,165,4,24,30,7,2009,Summer,July,0 days 04:37:00,0 days 19:19:00,14.42,83.0,61.5,72.25,-2.0,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,64.24,12.75,7.75,0
T002,41,41.95469,-87.800991,2009-07-24,CULEX PIPIENS/RESTUANS,9,50,4,24,30,7,2009,Summer,July,0 days 04:37:00,0 days 19:19:00,14.42,83.0,61.5,72.25,-2.0,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,64.24,12.75,7.75,1
T002,41,41.95469,-87.800991,2009-07-24,CULEX RESTUANS,9,18,4,24,30,7,2009,Summer,July,0 days 04:37:00,0 days 19:19:00,14.42,83.0,61.5,72.25,-2.0,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,64.24,12.75,7.75,0
T002,41,41.95469,-87.800991,2009-07-31,CULEX PIPIENS,9,3,4,31,31,7,2009,Summer,July,0 days 04:44:00,0 days 19:13:00,14.29,81.5,60.0,70.75,-4.0,54.5,61.5,0.0,6.0,0.0,29.259999999999998,29.93,6.050000000000001,26.5,7.0,56.44,16.25,9.25,0
T002,41,41.95469,-87.800991,2009-07-31,CULEX PIPIENS/RESTUANS,9,14,4,31,31,7,2009,Summer,July,0 days 04:44:00,0 days 19:13:00,14.29,81.5,60.0,70.75,-4.0,54.5,61.5,0.0,6.0,0.0,29.259999999999998,29.93,6.050000000000001,26.5,7.0,56.44,16.25,9.25,0
