Block,Latitude,Longitude,AddressAccuracy,NumMosquitos,Day_of_week,Day_of_month,Week,Month,Year,DaytimeLength,Tavg,Depart,Heat,Cool,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,RelativeHumidity,DewPointDepression,WnvPresent,Wnv_percent_yearly,Wnv_percent_seasonal,Wnv_percent_monthly,Wnv_percent_weekly,Sevenday_lag,Fourteenday_lag,Twentyoneday_lag,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Season_Fall,Season_Spring,Season_Summer,Month_Name_Aug,Month_Name_July,Month_Name_June,Month_Name_Oct,Month_Name_Sep
41,41.95469,-87.800991,9,7,2,11,28,7,2007,15.02,69.75,-3.0,0.0,5.0,0.0,29.925,8.95,30.0,51.35,18.75,0,6.661966866408178,8.282208588957054,0.6521739130434783,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,4,2,18,29,7,2007,14.52,77.0,3.0,0.0,12.0,1.235,29.835,9.7,24.0,75.08,8.5,0,6.661966866408178,8.282208588957054,0.6521739130434783,0.6666666666666666,0.8620689655172413,0.8620689655172413,0.8620689655172413,1,0,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,7,2,18,29,7,2007,14.52,77.0,3.0,0.0,12.0,1.235,29.835,9.7,24.0,75.08,8.5,0,6.661966866408178,8.282208588957054,0.6521739130434783,0.6666666666666666,0.8620689655172413,0.8620689655172413,0.8620689655172413,0,1,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,2,2,18,29,7,2007,14.52,77.0,3.0,0.0,12.0,1.235,29.835,9.7,24.0,75.08,8.5,0,6.661966866408178,8.282208588957054,0.6521739130434783,0.6666666666666666,0.8620689655172413,0.8620689655172413,0.8620689655172413,0,0,1,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,1,4,27,30,7,2007,14.37,76.5,3.0,0.0,12.0,0.105,29.81,2.1,19.5,73.76,9.0,0,6.661966866408178,8.282208588957054,0.6521739130434783,2.0833333333333335,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,23,4,27,30,7,2007,14.37,76.5,3.0,0.0,12.0,0.105,29.81,2.1,19.5,73.76,9.0,0,6.661966866408178,8.282208588957054,0.6521739130434783,2.0833333333333335,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,11,4,27,30,7,2007,14.37,76.5,3.0,0.0,12.0,0.105,29.81,2.1,19.5,73.76,9.0,0,6.661966866408178,8.282208588957054,0.6521739130434783,2.0833333333333335,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,67,2,1,31,8,2007,14.26,80.25,8.0,0.0,15.5,0.0,29.99,2.8,11.0,54.77,17.75,0,6.661966866408178,8.282208588957054,12.036336109008326,4.9046321525885554,-8.985360928823825,4.438284391373219,5.30035335689046,1,0,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,33,2,1,31,8,2007,14.26,80.25,8.0,0.0,15.5,0.0,29.99,2.8,11.0,54.77,17.75,0,6.661966866408178,8.282208588957054,12.036336109008326,4.9046321525885554,-8.985360928823825,4.438284391373219,5.30035335689046,0,1,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,71,2,1,31,8,2007,14.26,80.25,8.0,0.0,15.5,0.0,29.99,2.8,11.0,54.77,17.75,1,6.661966866408178,8.282208588957054,12.036336109008326,4.9046321525885554,-8.985360928823825,4.438284391373219,5.30035335689046,0,1,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,8,2,1,31,8,2007,14.26,80.25,8.0,0.0,15.5,0.0,29.99,2.8,11.0,54.77,17.75,0,6.661966866408178,8.282208588957054,12.036336109008326,4.9046321525885554,-8.985360928823825,4.438284391373219,5.30035335689046,0,0,1,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,11,1,7,32,8,2007,14.13,82.0,9.0,0.0,17.5,0.685,29.75,6.25,24.5,74.27,9.0,0,6.661966866408178,8.282208588957054,12.036336109008326,7.906976744186046,6.145251396648044,6.145251396648044,6.145251396648044,1,0,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,13,1,7,32,8,2007,14.13,82.0,9.0,0.0,17.5,0.685,29.75,6.25,24.5,74.27,9.0,0,6.661966866408178,8.282208588957054,12.036336109008326,7.906976744186046,6.145251396648044,6.145251396648044,6.145251396648044,0,1,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,2,1,7,32,8,2007,14.13,82.0,9.0,0.0,17.5,0.685,29.75,6.25,24.5,74.27,9.0,0,6.661966866408178,8.282208588957054,12.036336109008326,7.906976744186046,6.145251396648044,6.145251396648044,6.145251396648044,0,0,1,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,32,2,15,33,8,2007,13.55,76.0,4.0,0.0,11.5,0.53,29.880000000000003,4.15,6.5,76.29,8.0,0,6.661966866408178,8.282208588957054,12.036336109008326,15.750915750915752,-15.185823283288212,8.925588065703684,-0.059772863120141295,1,0,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,41,2,15,33,8,2007,13.55,76.0,4.0,0.0,11.5,0.53,29.880000000000003,4.15,6.5,76.29,8.0,1,6.661966866408178,8.282208588957054,12.036336109008326,15.750915750915752,-15.185823283288212,8.925588065703684,-0.059772863120141295,0,1,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,3,2,15,33,8,2007,13.55,76.0,4.0,0.0,11.5,0.53,29.880000000000003,4.15,6.5,76.29,8.0,0,6.661966866408178,8.282208588957054,12.036336109008326,15.750915750915752,-15.185823283288212,8.925588065703684,-0.059772863120141295,0,0,1,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,46,1,21,34,8,2007,13.4,77.5,7.0,0.0,12.5,0.0055,29.9,3.65,17.5,77.74,7.5,0,6.661966866408178,8.282208588957054,12.036336109008326,17.16937354988399,17.12707182320442,10.981820426556377,17.12707182320442,1,0,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,23,1,21,34,8,2007,13.4,77.5,7.0,0.0,12.5,0.0055,29.9,3.65,17.5,77.74,7.5,1,6.661966866408178,8.282208588957054,12.036336109008326,17.16937354988399,17.12707182320442,10.981820426556377,17.12707182320442,0,1,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,1,1,21,34,8,2007,13.4,77.5,7.0,0.0,12.5,0.0055,29.9,3.65,17.5,77.74,7.5,0,6.661966866408178,8.282208588957054,12.036336109008326,17.16937354988399,17.12707182320442,10.981820426556377,17.12707182320442,0,0,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,35,4,24,34,8,2007,13.31,74.75,4.0,0.0,10.0,0.22,29.815,5.65,25.0,76.85,7.75,0,6.661966866408178,8.282208588957054,12.036336109008326,17.16937354988399,-6.740331491712707,13.259668508287293,13.259668508287293,1,0,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,27,4,24,34,8,2007,13.31,74.75,4.0,0.0,10.0,0.22,29.815,5.65,25.0,76.85,7.75,1,6.661966866408178,8.282208588957054,12.036336109008326,17.16937354988399,-6.740331491712707,13.259668508287293,13.259668508287293,0,1,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,13,1,4,36,9,2007,13.02,77.25,8.0,0.0,12.5,0.0,29.995,2.5,23.0,54.35,17.75,1,6.661966866408178,3.1542056074766354,3.816793893129771,10.465116279069768,-11.01123595505618,-8.1383077782606,8.98876404494382,1,0,0,1,0,0,0,0,0,0,1
41,41.95469,-87.800991,9,10,1,4,36,9,2007,13.02,77.25,8.0,0.0,12.5,0.0,29.995,2.5,23.0,54.35,17.75,1,6.661966866408178,3.1542056074766354,3.816793893129771,10.465116279069768,-11.01123595505618,-8.1383077782606,8.98876404494382,0,1,0,1,0,0,0,0,0,0,1
41,41.95469,-87.800991,9,6,2,12,37,9,2007,12.41,56.25,-8.0,8.5,0.0,0.0,30.115,1.85,4.0,59.9,13.75,1,6.661966866408178,3.1542056074766354,3.816793893129771,3.9682539682539684,-9.591068065644336,3.968253968253968,-23.567977915804004,1,0,0,1,0,0,0,0,0,0,1
41,41.95469,-87.800991,9,2,2,12,37,9,2007,12.41,56.25,-8.0,8.5,0.0,0.0,30.115,1.85,4.0,59.9,13.75,0,6.661966866408178,3.1542056074766354,3.816793893129771,3.9682539682539684,-9.591068065644336,3.968253968253968,-23.567977915804004,0,1,0,1,0,0,0,0,0,0,1
41,41.95469,-87.800991,9,17,1,18,38,9,2007,12.21,76.5,12.0,0.0,12.0,0.0,30.055,12.7,19.0,51.86,19.0,0,6.661966866408178,3.1542056074766354,3.816793893129771,0.5376344086021505,0.0,-8.98876404494382,-20.0,1,0,0,1,0,0,0,0,0,0,1
41,41.95469,-87.800991,9,24,1,18,38,9,2007,12.21,76.5,12.0,0.0,12.0,0.0,30.055,12.7,19.0,51.86,19.0,0,6.661966866408178,3.1542056074766354,3.816793893129771,0.5376344086021505,0.0,-8.98876404494382,-20.0,0,1,0,1,0,0,0,0,0,0,1
41,41.95469,-87.800991,9,41,0,24,39,9,2007,12.05,80.0,18.0,0.0,15.0,0.0,29.985,10.7,19.0,55.22,17.5,0,6.661966866408178,3.1542056074766354,3.816793893129771,0.5847953216374269,0.6535947712418301,0.6535947712418301,0.6535947712418301,1,0,0,1,0,0,0,0,0,0,1
41,41.95469,-87.800991,9,33,0,24,39,9,2007,12.05,80.0,18.0,0.0,15.0,0.0,29.985,10.7,19.0,55.22,17.5,0,6.661966866408178,3.1542056074766354,3.816793893129771,0.5847953216374269,0.6535947712418301,0.6535947712418301,0.6535947712418301,0,1,0,1,0,0,0,0,0,0,1
41,41.95469,-87.800991,9,53,3,4,40,10,2007,11.37,68.0,10.0,0.0,3.5,0.0,30.035,4.25,17.0,65.48,12.0,0,6.661966866408178,3.1542056074766354,0.9950248756218906,1.1049723756906078,1.1049723756906076,1.1049723756906076,1.1049723756906076,1,0,0,1,0,0,0,0,0,1,0
41,41.95469,-87.800991,9,29,3,4,40,10,2007,11.37,68.0,10.0,0.0,3.5,0.0,30.035,4.25,17.0,65.48,12.0,0,6.661966866408178,3.1542056074766354,0.9950248756218906,1.1049723756906078,1.1049723756906076,1.1049723756906076,1.1049723756906076,0,1,0,1,0,0,0,0,0,1,0
41,41.95469,-87.800991,9,2,3,28,22,5,2009,14.55,58.75,-5.0,6.0,0.0,0.0,29.755000000000003,6.8,29.5,75.43,7.75,0,0.9890681936491411,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0
41,41.95469,-87.800991,9,29,1,2,23,6,2009,15.01,54.75,-10.0,10.0,0.0,0.09,30.08,7.85,3.0,73.65,8.25,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,1,4,5,23,6,2009,15.06,62.5,-3.0,2.0,0.0,0.0,29.91,6.05,25.5,49.79,19.0,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,4,4,5,23,6,2009,15.06,62.5,-3.0,2.0,0.0,0.0,29.91,6.05,25.5,49.79,19.0,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,1,4,12,24,6,2009,15.11,61.25,-6.0,3.5,0.0,0.001,29.95,4.7,6.5,64.06,12.25,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,5,4,12,24,6,2009,15.11,61.25,-6.0,3.5,0.0,0.001,29.95,4.7,6.5,64.06,12.25,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,2,4,12,24,6,2009,15.11,61.25,-6.0,3.5,0.0,0.001,29.95,4.7,6.5,64.06,12.25,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,22,4,19,25,6,2009,15.14,76.25,6.0,0.0,11.5,2.42,29.69,6.75,18.0,74.37,8.75,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,6,4,19,25,6,2009,15.14,76.25,6.0,0.0,11.5,2.42,29.69,6.75,18.0,74.37,8.75,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,1,4,26,26,6,2009,15.13,78.25,7.0,0.0,13.5,0.0,29.84,6.4,4.0,54.49,17.75,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,112,4,26,26,6,2009,15.13,78.25,7.0,0.0,13.5,0.0,29.84,6.4,4.0,54.49,17.75,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,6,4,26,26,6,2009,15.13,78.25,7.0,0.0,13.5,0.0,29.84,6.4,4.0,54.49,17.75,0,0.9890681936491411,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0
41,41.95469,-87.800991,9,1,0,6,28,7,2009,15.07,73.5,1.0,0.0,8.5,0.0,29.85,5.85,30.5,50.5,19.5,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,3,0,6,28,7,2009,15.07,73.5,1.0,0.0,8.5,0.0,29.85,5.85,30.5,50.5,19.5,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,12,0,6,28,7,2009,15.07,73.5,1.0,0.0,8.5,0.0,29.85,5.85,30.5,50.5,19.5,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,4,4,10,28,7,2009,15.04,74.0,0.0,0.0,9.5,0.1,30.05,4.0,21.0,72.25,9.5,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,129,4,10,28,7,2009,15.04,74.0,0.0,0.0,9.5,0.1,30.05,4.0,21.0,72.25,9.5,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,32,4,10,28,7,2009,15.04,74.0,0.0,0.0,9.5,0.1,30.05,4.0,21.0,72.25,9.5,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,3,4,17,29,7,2009,14.54,63.75,-10.0,1.0,0.0,0.0005,29.865,10.35,29.5,64.37,12.25,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,96,4,17,29,7,2009,14.54,63.75,-10.0,1.0,0.0,0.0005,29.865,10.35,29.5,64.37,12.25,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,14,4,17,29,7,2009,14.54,63.75,-10.0,1.0,0.0,0.0005,29.865,10.35,29.5,64.37,12.25,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,4,4,24,30,7,2009,14.42,72.25,-2.0,0.0,7.5,0.165,29.825,8.8,23.0,64.24,12.75,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,2.4390243902439024,2.4390243902439024,2.4390243902439024,2.4390243902439024,1,0,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,165,4,24,30,7,2009,14.42,72.25,-2.0,0.0,7.5,0.165,29.825,8.8,23.0,64.24,12.75,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,2.4390243902439024,2.4390243902439024,2.4390243902439024,2.4390243902439024,0,1,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,50,4,24,30,7,2009,14.42,72.25,-2.0,0.0,7.5,0.165,29.825,8.8,23.0,64.24,12.75,1,0.9890681936491411,0.9859154929577465,0.8025682182985554,2.4390243902439024,2.4390243902439024,2.4390243902439024,2.4390243902439024,0,1,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,18,4,24,30,7,2009,14.42,72.25,-2.0,0.0,7.5,0.165,29.825,8.8,23.0,64.24,12.75,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,2.4390243902439024,2.4390243902439024,2.4390243902439024,2.4390243902439024,0,0,1,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,3,4,31,31,7,2009,14.29,70.75,-4.0,0.0,6.0,0.0,29.93,6.050000000000001,26.5,56.44,16.25,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,1.7647058823529411,-1.5915667631252584,0.847457627118644,0.847457627118644,1,0,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,14,4,31,31,7,2009,14.29,70.75,-4.0,0.0,6.0,0.0,29.93,6.050000000000001,26.5,56.44,16.25,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,1.7647058823529411,-1.5915667631252584,0.847457627118644,0.847457627118644,0,1,0,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,4,4,31,31,7,2009,14.29,70.75,-4.0,0.0,6.0,0.0,29.93,6.050000000000001,26.5,56.44,16.25,0,0.9890681936491411,0.9859154929577465,0.8025682182985554,1.7647058823529411,-1.5915667631252584,0.847457627118644,0.847457627118644,0,0,1,0,0,1,0,1,0,0,0
41,41.95469,-87.800991,9,1,4,7,32,8,2009,14.13,69.75,-4.0,0.0,5.0,0.28,30.085,6.85,15.0,68.69,10.75,0,0.9890681936491411,0.9859154929577465,2.7439024390243905,0.0,-0.847457627118644,-2.4390243902439024,0.0,1,0,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,12,4,7,32,8,2009,14.13,69.75,-4.0,0.0,5.0,0.28,30.085,6.85,15.0,68.69,10.75,0,0.9890681936491411,0.9859154929577465,2.7439024390243905,0.0,-0.847457627118644,-2.4390243902439024,0.0,0,1,0,0,0,1,1,0,0,0,0
41,41.95469,-87.800991,9,14,1,25,35,8,2009,13.29,71.25,1.0,0.0,6.5,0.0,30.045,8.7,21.0,70.09,10.25,0,0.9890681936491411,0.9859154929577465,2.7439024390243905,5.882352941176471,10.0,10.0,10.0,0,1,0,0,0,1,1,0,0,0,0
